 

stn;time;mtria59d
VES;1986;19860524
VES;1987;19870523
VES;1988;19880530
VES;1989;19890526
VES;1990;19900521
VES;1991;19910531
VES;1992;19920522
VES;1993;19930520
VES;1994;-
VES;1995;19950520

stn;time;mtria59d
VUF;1956;19560601
VUF;1957;19570601
VUF;1958;19580610
VUF;1959;19590601
VUF;1960;19600607
VUF;1961;19610601
VUF;1962;19620601
VUF;1963;19630601

stn;time;mtria59d
WDT;1955;19550520
WDT;1956;-
WDT;1957;19570530

stn;time;mtria59d
WAT;1952;19520710
WAT;1953;19530715
WAT;1954;19540713
WAT;1955;19550628
WAT;1956;19560630
WAT;1957;19570612
WAT;1958;19580625
WAT;1959;19590615
WAT;1960;19600618
WAT;1961;19610616
WAT;1962;19620630

stn;time;mtria59d
WIL;1992;19920606
WIL;1993;19930520
WIL;1994;19940602
WIL;1995;19950604

stn;time;mtria59d
WIB;1952;19520531
WIB;1953;19530612
WIB;1954;19540618
WIB;1955;19550718
WIB;1956;19560621
WIB;1957;19570618
WIB;1958;19580517
WIB;1959;-
WIB;1960;19600602
WIB;1961;19610519
WIB;1962;19620520
WIB;1963;19630619
WIB;1964;19640516
WIB;1965;19650605
WIB;1966;19660611
WIB;1967;19670523
WIB;1968;-
WIB;1969;19690609
WIB;1970;19700702
WIB;1971;19710518
WIB;1972;19720620
WIB;1973;19730615
WIB;1974;19740614
WIB;1975;19750614
WIB;1976;-
WIB;1977;-
WIB;1978;19780702
WIB;1979;19790617
WIB;1980;-
WIB;1981;19810613
WIB;1982;19820610
WIB;1983;19830624
WIB;1984;-
WIB;1985;19850617
WIB;1986;-
WIB;1987;-
WIB;1988;-
WIB;1989;19890606
WIB;1990;19900530
WIB;1991;-
WIB;1992;-
WIB;1993;19930528
WIB;1994;19940615
WIB;1995;19950606

stn;time;mtria59d
WTH;1969;19690619
WTH;1970;-
WTH;1971;-
WTH;1972;-
WTH;1973;-
WTH;1974;-
WTH;1975;-
WTH;1976;-
WTH;1977;-
WTH;1978;-
WTH;1979;-
WTH;1980;-
WTH;1981;-
WTH;1982;-
WTH;1983;-
WTH;1984;-
WTH;1985;-
WTH;1986;-
WTH;1987;-
WTH;1988;-
WTH;1989;-
WTH;1990;-
WTH;1991;-
WTH;1992;19920601
WTH;1993;19930526
WTH;1994;-
WTH;1995;19950606

stn;time;mtria59d
WOL;1992;19920605
WOL;1993;19930526
WOL;1994;19940609
WOL;1995;19950616

stn;time;mtria59d
WOR;1988;19880608
WOR;1989;19890611
WOR;1990;19900610
WOR;1991;19910621
WOR;1992;19920605
WOR;1993;-
WOR;1994;-
WOR;1995;19950610

stn;time;mtria59d
WYA;1970;19700621
WYA;1971;-
WYA;1972;19720614
WYA;1973;-
WYA;1974;19740615
WYA;1975;19750615
WYA;1976;-
WYA;1977;19770619
WYA;1978;19780622
WYA;1979;19790618
WYA;1980;19800612
WYA;1981;19810609
WYA;1982;19820615
WYA;1983;19830612
WYA;1984;19840619
WYA;1985;19850610
WYA;1986;19860612
WYA;1987;19870524
WYA;1988;19880606
WYA;1989;19890602
WYA;1990;19900525
WYA;1991;19910624
WYA;1992;19920603
WYA;1993;19930528
WYA;1994;19940603
WYA;1995;19950604

stn;time;mtria59d
WYS;1970;19700701
WYS;1971;-
WYS;1972;19720623
WYS;1973;19730701
WYS;1974;19740625
WYS;1975;19750630
WYS;1976;19760620
WYS;1977;19770627
WYS;1978;19780628
WYS;1979;19790620
WYS;1980;19800628
WYS;1981;19810618
WYS;1982;19820616
WYS;1983;19830704
WYS;1984;19840712
WYS;1985;19850718
WYS;1986;19860710
WYS;1987;19870702
WYS;1988;19880528
WYS;1989;19890515
WYS;1990;19900624
WYS;1991;19910628
WYS;1992;19920615
WYS;1993;19930622
WYS;1994;19940618
WYS;1995;19950620

stn;time;mtria59d
ZIZ;1971;19710601
ZIZ;1972;19720615
ZIZ;1973;19730610
ZIZ;1974;19740530
ZIZ;1975;19750617
ZIZ;1976;19760526
ZIZ;1977;19770612
ZIZ;1978;19780528
ZIZ;1979;19790612
ZIZ;1980;19800610
ZIZ;1981;19810603
ZIZ;1982;-
ZIZ;1983;19830601
ZIZ;1984;19840620
ZIZ;1985;19850620
ZIZ;1986;19860530
ZIZ;1987;19870525
ZIZ;1988;19880612
ZIZ;1989;19890603
ZIZ;1990;19900601
ZIZ;1991;19910620
ZIZ;1992;19920617
ZIZ;1993;19930526
ZIZ;1994;19940531
ZIZ;1995;19950605

stn;time;mtria59d
ZAL;1954;19540615
ZAL;1955;19550621
ZAL;1956;-
ZAL;1957;19570601
ZAL;1958;-
ZAL;1959;19590610
ZAL;1960;19600615

stn;time;mtria59d
ZHO;1952;19520610
ZHO;1953;19530515
ZHO;1954;19540611
ZHO;1955;19550608
ZHO;1956;19560610
ZHO;1957;-
ZHO;1958;19580609
ZHO;1959;19590605
ZHO;1960;19600607
ZHO;1961;19610602
ZHO;1962;19620523

stn;time;mtria59d
ZUS;1987;19870507
ZUS;1988;19880526
ZUS;1989;19890523
ZUS;1990;19900524
ZUS;1991;19910609
ZUS;1992;19920529
ZUS;1993;19930522
ZUS;1994;19940523
ZUS;1995;19950526

stn;time;mtria59d
ZWI;1966;19660513
ZWI;1967;19670519
ZWI;1968;19680515
ZWI;1969;19690523
ZWI;1970;19700530
ZWI;1971;19710516
ZWI;1972;19720523
ZWI;1973;19730526
ZWI;1974;19740517
ZWI;1975;19750521
ZWI;1976;19760518
ZWI;1977;19770523
ZWI;1978;19780529
ZWI;1979;19790526
ZWI;1980;19800531
ZWI;1981;19810523
ZWI;1982;19820528
ZWI;1983;19830517
ZWI;1984;19840531
ZWI;1985;19850525
ZWI;1986;19860520
ZWI;1987;19870527
ZWI;1988;19880612
ZWI;1989;19890612
ZWI;1990;19900601
ZWI;1991;19910615
ZWI;1992;19920604
ZWI;1993;19930527
ZWI;1994;19940615
ZWI;1995;19950610

