 

stn;time;mtria89d
SGS;1988;19880812
SGS;1989;19890808
SGS;1990;19900730
SGS;1991;19910815
SGS;1992;19920810
SGS;1993;19930904
SGS;1994;19940901
SGS;1995;19950828

stn;time;mtria89d
SNN;1954;19540808
SNN;1955;19550728
SNN;1956;-
SNN;1957;-
SNN;1958;-
SNN;1959;19590728

stn;time;mtria89d
SCR;1951;19510813
SCR;1952;19520729
SCR;1953;-
SCR;1954;19540905

stn;time;mtria89d
SCW;1978;19780816
SCW;1979;19790809
SCW;1980;19800820
SCW;1981;19810814
SCW;1982;19820816
SCW;1983;19830824
SCW;1984;19840810
SCW;1985;19850805
SCW;1986;19860802
SCW;1987;-
SCW;1988;19880802
SCW;1989;19890731
SCW;1990;19900718
SCW;1991;19910721
SCW;1992;19920730

stn;time;mtria89d
SCL;1972;19720929
SCL;1973;-
SCL;1974;19740910
SCL;1975;19750930
SCL;1976;19761005
SCL;1977;19771011
SCL;1978;19780929
SCL;1979;19791020
SCL;1980;19801026
SCL;1981;19811010
SCL;1982;19821012
SCL;1983;19831010
SCL;1984;-
SCL;1985;19850925
SCL;1986;19860920
SCL;1987;19870915
SCL;1988;19880926
SCL;1989;19890914
SCL;1990;-
SCL;1991;19910912
SCL;1992;19920916
SCL;1993;19930920
SCL;1994;-
SCL;1995;19950920

stn;time;mtria89d
SEO;1952;19520725
SEO;1953;19530720
SEO;1954;-
SEO;1955;-
SEO;1956;-
SEO;1957;19570805
SEO;1958;19580805
SEO;1959;19590729
SEO;1960;19600729
SEO;1961;19610726
SEO;1962;19620819
SEO;1963;19630815
SEO;1964;19640725
SEO;1965;-
SEO;1966;19660805
SEO;1967;19670808
SEO;1968;19680820
SEO;1969;19690815
SEO;1970;19700820
SEO;1971;19710815
SEO;1972;19720816
SEO;1973;19730820
SEO;1974;19740815
SEO;1975;-
SEO;1976;19760730
SEO;1977;19770815
SEO;1978;19780820
SEO;1979;19790814
SEO;1980;-
SEO;1981;19810814
SEO;1982;19820810
SEO;1983;19830728
SEO;1984;19840814
SEO;1985;19850812
SEO;1986;19860810
SEO;1987;19870810
SEO;1988;19880728
SEO;1989;19890720
SEO;1990;19900802
SEO;1991;19910810
SEO;1992;19920725
SEO;1993;19930720
SEO;1994;19940725
SEO;1995;19950730

stn;time;mtria89d
SXB;1951;19510820
SXB;1952;19520720
SXB;1953;-
SXB;1954;19540730
SXB;1955;19550730
SXB;1956;19560905
SXB;1957;19570803
SXB;1958;19580802
SXB;1959;19590716
SXB;1960;19600801

stn;time;mtria89d
STJ;1951;19510805
STJ;1952;19520715
STJ;1953;19530725
STJ;1954;19540830
STJ;1955;19550820
STJ;1956;19560805
STJ;1957;19570815
STJ;1958;19580725
STJ;1959;19590805

stn;time;mtria89d
SUZ;1952;19520715
SUZ;1953;19530802
SUZ;1954;19540810
SUZ;1955;19550802
SUZ;1956;19560802
SUZ;1957;-
SUZ;1958;19580812

stn;time;mtria89d
TUS;1960;19600818
TUS;1961;19611026
TUS;1962;19620815
TUS;1963;-
TUS;1964;19640815
TUS;1965;19650818
TUS;1966;19660820
TUS;1967;19670821
TUS;1968;19680820
TUS;1969;19690828
TUS;1970;19700823
TUS;1971;19710815
TUS;1972;19720817
TUS;1973;19730815
TUS;1974;-
TUS;1975;19750808
TUS;1976;19760720
TUS;1977;-
TUS;1978;-
TUS;1979;-
TUS;1980;-
TUS;1981;-
TUS;1982;19820812
TUS;1983;-
TUS;1984;-
TUS;1985;-
TUS;1986;19860806
TUS;1987;-
TUS;1988;19880818
TUS;1989;-
TUS;1990;19900815
TUS;1991;-
TUS;1992;-
TUS;1993;-
TUS;1994;19940802

stn;time;mtria89d
TWI;1955;19550803
TWI;1956;19560730
TWI;1957;-
TWI;1958;-
TWI;1959;19590723

stn;time;mtria89d
UKU;1951;19510802
UKU;1952;19520724
UKU;1953;-
UKU;1954;19540812
UKU;1955;19550808
UKU;1956;-
UKU;1957;19570730
UKU;1958;19580808
UKU;1959;-
UKU;1960;-
UKU;1961;19610801
UKU;1962;-
UKU;1963;-
UKU;1964;19640805
UKU;1965;-
UKU;1966;-
UKU;1967;-
UKU;1968;19680801
UKU;1969;-
UKU;1970;19700813
UKU;1971;19710810
UKU;1972;19720831
UKU;1973;19730818
UKU;1974;-
UKU;1975;19750816
UKU;1976;-
UKU;1977;19770813
UKU;1978;-
UKU;1979;19790815
UKU;1980;19800822
UKU;1981;19810815

stn;time;mtria89d
VLN;1951;19510825
VLN;1952;19520705
VLN;1953;19530810
VLN;1954;19540820
VLN;1955;-
VLN;1956;19560720
VLN;1957;19570725
VLN;1958;19580820
VLN;1959;19590805
VLN;1960;-
VLN;1961;-
VLN;1962;-
VLN;1963;-
VLN;1964;-
VLN;1965;-
VLN;1966;-
VLN;1967;-
VLN;1968;-
VLN;1969;19690820

stn;time;mtria89d
VOR;1951;19510915
VOR;1952;-
VOR;1953;-
VOR;1954;-
VOR;1955;-
VOR;1956;-
VOR;1957;-
VOR;1958;19580821
VOR;1959;19590817
VOR;1960;19600830
VOR;1961;19610825
VOR;1962;19620820
VOR;1963;19630902
VOR;1964;19640815
VOR;1965;19650909
VOR;1966;19660821
VOR;1967;-
VOR;1968;-
VOR;1969;-
VOR;1970;-
VOR;1971;-
VOR;1972;19720828
VOR;1973;19730829
VOR;1974;-
VOR;1975;-
VOR;1976;-
VOR;1977;-
VOR;1978;-
VOR;1979;-
VOR;1980;-
VOR;1981;-
VOR;1982;-
VOR;1983;-
VOR;1984;-
VOR;1985;-
VOR;1986;-
VOR;1987;19870828

stn;time;mtria89d
VES;1952;19520706
VES;1953;19530720
VES;1954;19540807
VES;1955;19550806
VES;1956;19560803
VES;1957;19570722
VES;1958;19580729
VES;1959;19590714
VES;1960;19600715
VES;1961;19610726
VES;1962;19620806
VES;1963;19630728
VES;1964;19640723
VES;1965;19650726
VES;1966;19660720
VES;1967;19670731
VES;1968;19680729
VES;1969;19690804
VES;1970;19700803
VES;1971;19710728
VES;1972;19720801
VES;1973;19730730
VES;1974;19740805
VES;1975;19750728
VES;1976;19760712
VES;1977;19770803
VES;1978;-
VES;1979;19790730
VES;1980;19800813
VES;1981;19810804
VES;1982;19820720
VES;1983;19830726
VES;1984;19840801
VES;1985;19850805
VES;1986;19860724
VES;1987;19870803
VES;1988;19880720
VES;1989;19890721
VES;1990;19900725
VES;1991;19910724
VES;1992;19920728
VES;1993;19930726
VES;1994;19940720
VES;1995;19950722

stn;time;mtria89d
VUF;1956;19560815
VUF;1957;19570805
VUF;1958;19580805
VUF;1959;19590725
VUF;1960;19600722
VUF;1961;19610725
VUF;1962;19620810
VUF;1963;19630810

stn;time;mtria89d
WDT;1955;19550729
WDT;1956;-
WDT;1957;19570730

stn;time;mtria89d
WAT;1952;19520802
WAT;1953;19530810
WAT;1954;19540814
WAT;1955;19550818
WAT;1956;19560820
WAT;1957;19570815
WAT;1958;19580816
WAT;1959;19590809
WAT;1960;19600810
WAT;1961;19610810
WAT;1962;19620817

stn;time;mtria89d
WIL;1991;19910804
WIL;1992;19920728
WIL;1993;19930729
WIL;1994;19940726
WIL;1995;19950724

stn;time;mtria89d
WIB;1952;19520802
WIB;1953;19530805
WIB;1954;19540830
WIB;1955;19550811
WIB;1956;19560831
WIB;1957;19570805
WIB;1958;19580805
WIB;1959;19590804
WIB;1960;19600811
WIB;1961;19610815
WIB;1962;19620816
WIB;1963;19630826
WIB;1964;19640725
WIB;1965;19650831
WIB;1966;19660813
WIB;1967;19670802
WIB;1968;-
WIB;1969;19690805
WIB;1970;19700827
WIB;1971;19710731
WIB;1972;19720822
WIB;1973;19730814
WIB;1974;19740812
WIB;1975;19750814
WIB;1976;-
WIB;1977;-
WIB;1978;19780826
WIB;1979;-
WIB;1980;19800903
WIB;1981;19810818
WIB;1982;19820812
WIB;1983;19830801
WIB;1984;19840821
WIB;1985;19850814
WIB;1986;-
WIB;1987;-
WIB;1988;19880802
WIB;1989;19890813
WIB;1990;19900805
WIB;1991;19910813
WIB;1992;19920806
WIB;1993;19930804
WIB;1994;19940729
WIB;1995;19950803

stn;time;mtria89d
WTH;1966;19660620
WTH;1967;19670630
WTH;1968;-
WTH;1969;19690822
WTH;1970;-
WTH;1971;-
WTH;1972;-
WTH;1973;-
WTH;1974;-
WTH;1975;-
WTH;1976;-
WTH;1977;-
WTH;1978;-
WTH;1979;-
WTH;1980;-
WTH;1981;-
WTH;1982;-
WTH;1983;-
WTH;1984;-
WTH;1985;-
WTH;1986;-
WTH;1987;-
WTH;1988;-
WTH;1989;-
WTH;1990;-
WTH;1991;-
WTH;1992;19920802
WTH;1993;19930730
WTH;1994;19940805
WTH;1995;19950731

stn;time;mtria89d
WOL;1992;19920718
WOL;1993;19930724
WOL;1994;19940722
WOL;1995;19950804

stn;time;mtria89d
WOR;1988;19880731
WOR;1989;19890730
WOR;1990;19900728
WOR;1991;19910810
WOR;1992;19920731
WOR;1993;19930804
WOR;1994;19940722
WOR;1995;19950724

stn;time;mtria89d
WYA;1970;19700806
WYA;1971;-
WYA;1972;19720808
WYA;1973;-
WYA;1974;19740807
WYA;1975;19750807
WYA;1976;-
WYA;1977;19770806
WYA;1978;19780818
WYA;1979;19790731
WYA;1980;19800815
WYA;1981;19810815
WYA;1982;19820813
WYA;1983;19830730
WYA;1984;19840816
WYA;1985;19850809
WYA;1986;19860804
WYA;1987;19870810
WYA;1988;19880802
WYA;1989;19890728
WYA;1990;19900727
WYA;1991;19910807
WYA;1992;19920731
WYA;1993;19930726
WYA;1994;19940728
WYA;1995;19950726

stn;time;mtria89d
WYS;1970;19700902
WYS;1971;-
WYS;1972;19720827
WYS;1973;19730903
WYS;1974;19740904
WYS;1975;19750908
WYS;1976;19760805
WYS;1977;19770829
WYS;1978;19780825
WYS;1979;19790830
WYS;1980;19800924
WYS;1981;19810930
WYS;1982;19820818
WYS;1983;19830809
WYS;1984;19840913
WYS;1985;19850820
WYS;1986;19860815
WYS;1987;19870902
WYS;1988;19880819
WYS;1989;19890814
WYS;1990;19900728
WYS;1991;19910804
WYS;1992;19920822
WYS;1993;19930729
WYS;1994;19940812
WYS;1995;19950811

stn;time;mtria89d
ZIZ;1971;19710813
ZIZ;1972;19720820
ZIZ;1973;19730810
ZIZ;1974;19740805
ZIZ;1975;19750810
ZIZ;1976;19760801
ZIZ;1977;19770815
ZIZ;1978;19780817
ZIZ;1979;19790807
ZIZ;1980;19800724
ZIZ;1981;19810808
ZIZ;1982;-
ZIZ;1983;19830808
ZIZ;1984;19840823
ZIZ;1985;19850820
ZIZ;1986;19860806
ZIZ;1987;19870818
ZIZ;1988;19880806
ZIZ;1989;19890801
ZIZ;1990;19900815
ZIZ;1991;19910810
ZIZ;1992;19920805
ZIZ;1993;19930726
ZIZ;1994;19940728
ZIZ;1995;19950730

stn;time;mtria89d
ZON;1952;19520721
ZON;1953;-
ZON;1954;-
ZON;1955;-
ZON;1956;-
ZON;1957;-
ZON;1958;-
ZON;1959;-
ZON;1960;-
ZON;1961;-
ZON;1962;19620727
ZON;1963;19630807
ZON;1964;19640803
ZON;1965;19650812
ZON;1966;19660805
ZON;1967;-
ZON;1968;-
ZON;1969;19690804
ZON;1970;19700810
ZON;1971;19710807
ZON;1972;19720810
ZON;1973;-
ZON;1974;19740805
ZON;1975;19750808

stn;time;mtria89d
ZAL;1954;19540820
ZAL;1955;19550825
ZAL;1956;-
ZAL;1957;19570801
ZAL;1958;-
ZAL;1959;19590725
ZAL;1960;19600720

stn;time;mtria89d
ZHO;1952;19520725
ZHO;1953;19530806
ZHO;1954;19540729
ZHO;1955;19550819
ZHO;1956;-
ZHO;1957;-
ZHO;1958;-
ZHO;1959;19590727
ZHO;1960;19600823
ZHO;1961;19610810
ZHO;1962;19620720

stn;time;mtria89d
ZUS;1987;19870806
ZUS;1988;19880725
ZUS;1989;19890730
ZUS;1990;19900803
ZUS;1991;19910806
ZUS;1992;19920727
ZUS;1993;19930727
ZUS;1994;19940722
ZUS;1995;19950726

stn;time;mtria89d
ZWI;1965;19650812
ZWI;1966;19660810
ZWI;1967;19670801
ZWI;1968;19680730
ZWI;1969;19690905
ZWI;1970;19700810
ZWI;1971;19710810
ZWI;1972;-
ZWI;1973;19730810
ZWI;1974;19740806
ZWI;1975;19750730
ZWI;1976;19760830
ZWI;1977;19770806
ZWI;1978;19780821
ZWI;1979;19790815
ZWI;1980;19800820
ZWI;1981;19810805
ZWI;1982;19820805
ZWI;1983;19830723
ZWI;1984;19840818
ZWI;1985;19850812
ZWI;1986;19860719
ZWI;1987;19870808
ZWI;1988;19880731
ZWI;1989;19890804
ZWI;1990;19900731
ZWI;1991;19910723
ZWI;1992;19920801
ZWI;1993;19930724
ZWI;1994;19940727
ZWI;1995;19950802

